date,symbol,day_index,scenario,open,high,low,close,p10_close,p50_close,p90_close,prob_up,expected_return,expected_excess_return,return_p10,return_p50,return_p90,direction,trend_label,confidence,risk_flags,trust_status,model_id,model_type,data_version,is_forecast,note
2026-01-01,000630,1,bearish,33.63435124611308,34.24678661338394,32.2526062199954,32.850773716038276,32.850773716038276,33.674964560530476,34.49915540502267,0.5327748402364523,0.0012074951028552866,0.0004583950039061005,-0.02329694199662474,0.0012074951028552866,0.02571193220233531,震荡偏多,趋势延续,0.07364480120135569,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-01,000630,1,base,33.63435124611308,34.3963467722689,32.913839049323826,33.674964560530476,32.850773716038276,33.674964560530476,34.49915540502267,0.5327748402364523,0.0012074951028552866,0.0004583950039061005,-0.02329694199662474,0.0012074951028552866,0.02571193220233531,震荡偏多,趋势延续,0.07364480120135569,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-01,000630,1,bullish,33.63435124611308,35.34904905619833,32.80576221980544,34.49915540502267,32.850773716038276,33.674964560530476,34.49915540502267,0.5327748402364523,0.0012074951028552866,0.0004583950039061005,-0.02329694199662474,0.0012074951028552866,0.02571193220233531,震荡偏多,趋势延续,0.07364480120135569,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-02,000630,2,bearish,32.850773716038276,33.448941212081145,32.01617541726016,32.60995798948339,32.60995798948339,33.718780591506125,34.82760319352886,0.5426035224866398,0.0025102118002885932,0.001003040130385499,-0.03045675681787,0.0025102118002885932,0.03547718041844719,震荡偏多,趋势延续,0.09275669985447814,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-02,000630,2,base,33.674964560530476,34.44110142651401,32.953582348792054,33.718780591506125,32.60995798948339,33.718780591506125,34.82760319352886,0.5426035224866398,0.0025102118002885932,0.001003040130385499,-0.03045675681787,0.0025102118002885932,0.03547718041844719,震荡偏多,趋势延续,0.09275669985447814,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-02,000630,2,bullish,34.49915540502267,35.685588222215564,33.64926175384701,34.82760319352886,32.60995798948339,33.718780591506125,34.82760319352886,0.5426035224866398,0.0025102118002885932,0.001003040130385499,-0.03045675681787,0.0025102118002885932,0.03547718041844719,震荡偏多,趋势延续,0.09275669985447814,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-05,000630,3,bearish,32.60995798948339,33.203740561706624,31.779744614524905,32.3691422629285,32.3691422629285,33.76259662248177,35.15605098203504,0.5524322047368273,0.0038129284977219,0.0015476852568648974,-0.03761657163911526,0.0038129284977219,0.04524242863455906,震荡偏多,趋势延续,0.11186859850760059,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-05,000630,3,base,33.718780591506125,34.48585608075912,32.99645975649824,33.76259662248177,32.3691422629285,33.76259662248177,35.15605098203504,0.5524322047368273,0.0038129284977219,0.0015476852568648974,-0.03761657163911526,0.0038129284977219,0.04524242863455906,震荡偏多,趋势延续,0.11186859850760059,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-05,000630,3,bullish,34.82760319352886,36.02212738823279,33.96961816484216,35.15605098203504,32.3691422629285,33.76259662248177,35.15605098203504,0.5524322047368273,0.0038129284977219,0.0015476852568648974,-0.03761657163911526,0.0038129284977219,0.04524242863455906,震荡偏多,趋势延续,0.11186859850760059,none,data_insufficient,stock_forecast_factor_score_h1,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-06,000630,4,bearish,32.3691422629285,32.95853991133209,31.543313811789655,32.128326536373606,32.128326536373606,33.80641265345742,35.48449877054122,0.5622608869870148,0.0051156451951552065,0.002092330383344296,-0.04477638646036052,0.0051156451951552065,0.05500767685067094,震荡偏多,趋势延续,0.13098049716072302,none,data_insufficient,stock_forecast_factor_score_h5,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-06,000630,4,base,33.76259662248177,34.53061073500423,33.039337164204426,33.80641265345742,32.128326536373606,33.80641265345742,35.48449877054122,0.5622608869870148,0.0051156451951552065,0.002092330383344296,-0.04477638646036052,0.0051156451951552065,0.05500767685067094,震荡偏多,趋势延续,0.13098049716072302,none,data_insufficient,stock_forecast_factor_score_h5,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-06,000630,4,bullish,35.15605098203504,36.35866655425001,34.2899745758373,35.48449877054122,32.128326536373606,33.80641265345742,35.48449877054122,0.5622608869870148,0.0051156451951552065,0.002092330383344296,-0.04477638646036052,0.0051156451951552065,0.05500767685067094,震荡偏多,趋势延续,0.13098049716072302,none,data_insufficient,stock_forecast_factor_score_h5,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-07,000630,5,bearish,32.128326536373606,32.713339260957554,31.306883009054406,31.887510809818718,31.887510809818718,33.85022868443307,35.81294655904741,0.5720895692372023,0.0064183618925885135,0.0026369755098236943,-0.05193620128160578,0.0064183618925885135,0.06477292506678281,震荡偏多,趋势延续,0.15009239581384548,none,data_insufficient,stock_forecast_factor_score_h5,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-07,000630,5,base,33.80641265345742,34.57536538924934,33.08221457191061,33.85022868443307,31.887510809818718,33.85022868443307,35.81294655904741,0.5720895692372023,0.0064183618925885135,0.0026369755098236943,-0.05193620128160578,0.0064183618925885135,0.06477292506678281,震荡偏多,趋势延续,0.15009239581384548,none,data_insufficient,stock_forecast_factor_score_h5,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-07,000630,5,bullish,35.48449877054122,36.69520572026724,34.61033098683244,35.81294655904741,31.887510809818718,33.85022868443307,35.81294655904741,0.5720895692372023,0.0064183618925885135,0.0026369755098236943,-0.05193620128160578,0.0064183618925885135,0.06477292506678281,震荡偏多,趋势延续,0.15009239581384548,none,data_insufficient,stock_forecast_factor_score_h5,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-08,000630,6,bearish,31.887510809818718,32.468138610583026,31.19285344243318,31.771366413162504,31.771366413162504,33.892803625367954,36.014240837573404,0.5753042363493256,0.007684179110924359,0.0031601471030295197,-0.05538934939813558,0.007684179110924359,0.0707577076199843,震荡偏多,趋势延续,0.1546093988394373,none,data_insufficient,stock_forecast_factor_score_h5,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-01-08,000630,6,base,33.85022868443307,34.61885236692894,33.1250919796168,33.892803625367954,31.771366413162504,33.892803625367954,36.014240837573404,0.5753042363493256,0.007684179110924359,0.0031601471030295197,-0.05538934939813558,0.007684179110924359,0.0707577076199843,震荡偏多,趋势延续,0.1546093988394373,none,data_insufficient,stock_forecast_factor_score_h5,factor_score,274ffa65b083,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
